customerkey,gender,name,city,state_code,state,zip_code,country,continent,birthday,age,age_group
1923558,female,sabina_bilic,baton_rouge,la,louisiana,70801,united_states,north_america,1995-01-21,31,26-35
1923575,male,michal_hasek,bakersfield,ca,california,93301,united_states,north_america,1969-04-17,57,56-65
1923883,male,christopher_loewe,miami,fl,florida,33169,united_states,north_america,1991-06-24,35,26-35
1924329,male,roy_dunne,laredo,tx,texas,78040,united_states,north_america,1956-01-18,70,65+
1924439,male,filip_pejic,ashburn,va,virginia,22011,united_states,north_america,1968-02-09,58,56-65
1924461,male,eugene_hervieux,fabens,tx,texas,79838,united_states,north_america,1995-08-13,31,26-35
1924622,female,marisa_oliveira,milwaukee,wi,wisconsin,53226,united_states,north_america,1948-04-16,78,65+
1924810,male,patrik_basic,phoenix,az,arizona,85003,united_states,north_america,1938-09-26,88,65+
1924885,female,lily_bochsa,princeton,nj,new_jersey,8540,united_states,north_america,1982-06-22,44,36-45
1924903,female,belona_alonso,oakland,ca,california,94612,united_states,north_america,1940-08-22,86,65+
1924985,female,zlata_klobucar,camden,nj,new_jersey,8102,united_states,north_america,1976-11-01,50,46-55
1925368,female,nadica_jelic,rocky_mount,nc,north_carolina,27801,united_states,north_america,1996-10-23,30,26-35
1925694,male,fabrice_lamoureux,minneapolis,mn,minnesota,55418,united_states,north_america,1941-06-11,85,65+
1925771,female,orlene_rodrigue,macon,ga,georgia,31201,united_states,north_america,1935-07-08,91,65+
1925886,male,mathias_bang,richmond,va,virginia,23220,united_states,north_america,1971-07-10,55,46-55
1925959,male,agar_saucedo,crafton,pa,pennsylvania,15205,united_states,north_america,1980-02-23,46,46-55
1926067,male,william_coleman,los_angeles,ca,california,90017,united_states,north_america,1978-07-02,48,46-55
1926176,male,noah_kjeldsen,harrisburg,pa,pennsylvania,17109,united_states,north_america,1974-02-28,52,46-55
1926326,male,algernon_mercier,new_york,ny,new_york,10023,united_states,north_america,1936-01-10,90,65+
1926362,male,brayden_mccormick,east_syracuse,ny,new_york,13057,united_states,north_america,1977-11-03,49,46-55
1926364,female,madison_frankland,marysville,oh,ohio,43040,united_states,north_america,1958-04-11,68,65+
1926487,female,pia_haajanen,coweta,ok,oklahoma,74429,united_states,north_america,1942-01-08,84,65+
1926512,female,malene_ravn,west_haven,ct,connecticut,6516,united_states,north_america,1944-10-05,82,65+
1926792,female,fifi_richard,newark,nj,new_jersey,7102,united_states,north_america,1937-11-06,89,65+
1927194,female,siiri_korjus,lost_river,wv,west_virginia,26811,united_states,north_america,1940-01-10,86,65+
1927276,male,christopher_booth,concord,ma,massachusetts,1742,united_states,north_america,1972-09-09,54,46-55
1927481,female,lucie_hrdinova,fresno,ca,california,93721,united_states,north_america,1997-11-11,29,26-35
1927482,male,david_hedrick,amherst,oh,ohio,44001,united_states,north_america,1989-05-12,37,36-45
1927617,female,mary_colbert,duluth,ga,georgia,30136,united_states,north_america,1974-05-05,52,46-55
1927703,female,marilyn_witherspoon,kansas_city,mo,missouri,64106,united_states,north_america,1997-10-20,29,26-35
1927946,male,nicolas_rocha,huntsville,al,alabama,35802,united_states,north_america,1999-01-25,27,26-35
1928016,female,ainoha_romo,canton,oh,ohio,44702,united_states,north_america,1976-10-31,50,46-55
1928399,female,johanne_jakobsen,chicago,il,illinois,60603,united_states,north_america,1995-09-07,31,26-35
1928421,male,richard_gray,saint_louis,mo,missouri,63101,united_states,north_america,1942-05-26,84,65+
1928459,female,hilaire_tetrault,brook_park,oh,ohio,44142,united_states,north_america,1965-03-26,61,56-65
1928466,male,dennis_weissmuller,philadelphia,pa,pennsylvania,19108,united_states,north_america,1957-09-21,69,65+
1928617,male,dobroslav_markovic,essex_junction,vt,vermont,5452,united_states,north_america,1994-11-12,32,26-35
1928655,male,gwenole_lebron,phoenix,az,arizona,85016,united_states,north_america,1962-12-19,64,56-65
1928849,male,dieter_cole,rochester,ny,new_york,14621,united_states,north_america,1967-08-22,59,56-65
1929193,male,jake_gough,philadelphia,pa,pennsylvania,19103,united_states,north_america,1946-04-30,80,65+
1929255,female,samantha_taylor,philadelphia,pa,pennsylvania,19108,united_states,north_america,1973-09-25,53,46-55
1929334,female,irena_huskova,dallas,tx,texas,75207,united_states,north_america,1940-05-16,86,65+
1929402,male,jens_simonsen,roseglen,nd,north_dakota,58775,united_states,north_america,1943-11-02,83,65+
1929429,male,erich_knoll,memphis,tn,tennessee,38110,united_states,north_america,1996-04-18,30,26-35
1929451,male,satordi_gaulin,davenport,il,illinois,52807,united_states,north_america,1996-07-01,30,26-35
1929478,male,sadoc_benavides,norfolk,va,virginia,23502,united_states,north_america,1951-08-31,75,65+
1929549,female,ava_rickard,oklahoma_city,ok,oklahoma,73102,united_states,north_america,1937-07-28,89,65+
1929593,male,aulis_hirvi,oxford,ma,massachusetts,1540,united_states,north_america,1941-07-29,85,65+
1929631,female,isabella_souza,san_francisco,ca,california,94110,united_states,north_america,1937-06-12,89,65+
1929743,male,lucas_baader,memphis,tn,tennessee,38110,united_states,north_america,1989-10-01,37,36-45
1929786,male,juhani_sundqvist,queens,ny,new_york,11430,united_states,north_america,1957-04-19,69,65+
1929845,female,roosa_sinervo,windsor,nc,north_carolina,27983,united_states,north_america,1999-10-14,27,26-35
1929971,female,natalija_rukavina,cape_girardeau,mo,missouri,63701,united_states,north_america,1984-10-15,42,36-45
1930107,male,mathias_jespersen,vancouver,wa,washington,98686,united_states,north_america,1950-07-07,76,65+
1930125,male,thomas_koch,cincinnati,oh,ohio,45236,united_states,north_america,1937-06-01,89,65+
1930205,male,alexander_steffensen,richmond,va,virginia,23219,united_states,north_america,1967-12-29,59,56-65
1930311,male,max_gerste,fort_myers,fl,florida,33901,united_states,north_america,1996-07-09,30,26-35
1930372,male,joao_ferreira,palm_beach_gardens,fl,florida,33418,united_states,north_america,1959-11-02,67,65+
1930384,female,corette_bellefeuille,pocatello,id,idaho,83204,united_states,north_america,1971-11-17,55,46-55
1930719,female,delmare_bazin,montgomery,al,alabama,36104,united_states,north_america,1945-09-10,81,65+
1930815,female,nikolina_topic,asheville,nc,north_carolina,28801,united_states,north_america,1939-04-24,87,65+
1930860,female,tanja_reinhard,louisville,ky,kentucky,40299,united_states,north_america,1948-03-06,78,65+
1930960,female,liisa_tuuri,hickory_hills,il,illinois,60457,united_states,north_america,1948-02-05,78,65+
1931096,male,tobias_muller,chicago,il,illinois,60610,united_states,north_america,1961-05-26,65,56-65
1931347,female,andrea_grunewald,fort_myers,fl,florida,33901,united_states,north_america,1939-04-02,87,65+
1931400,male,alex_dodge,hays,ks,kansas,67601,united_states,north_america,1945-09-21,81,65+
1931445,female,patricia_deziel,baltimore,md,maryland,21201,united_states,north_america,1963-02-10,63,56-65
1931525,male,victor_almeida,saginaw,mi,michigan,48607,united_states,north_america,1943-09-01,83,65+
1931904,male,stojan_pejic,reston,va,virginia,22090,united_states,north_america,1997-11-25,29,26-35
1932022,male,matthew_wallach,fayetteville,nc,north_carolina,28301,united_states,north_america,1986-11-07,40,36-45
1932072,male,sander_mogensen,birmingham,al,alabama,35203,united_states,north_america,1953-06-26,73,65+
1932228,male,vitor_gomes,houston,tx,texas,77006,united_states,north_america,1960-08-15,66,65+
1932334,female,malou_vestergaard,toronto,oh,ohio,43964,united_states,north_america,1981-07-17,45,36-45
1932412,female,ute_kalb,lenexa,mo,missouri,66214,united_states,north_america,1948-02-02,78,65+
1932419,female,eduarda_cavalcanti,south_burlington,vt,vermont,5403,united_states,north_america,1980-02-10,46,46-55
1932536,female,marica_lucic,idaho_falls,id,idaho,83402,united_states,north_america,1970-04-08,56,56-65
1932733,male,adalvino_villanueva,tucson,az,arizona,85710,united_states,north_america,1935-05-16,91,65+
1932745,male,seth_torode,corona,ca,california,91720,united_states,north_america,1946-10-25,80,65+
1932808,male,branimir_grubisic,herndon,md,maryland,22070,united_states,north_america,1985-10-20,41,36-45
1932888,male,phillipp_frey,san_antonio,tx,texas,78238,united_states,north_america,1972-06-25,54,46-55
1933265,female,charlotte_briard,nashville,tn,tennessee,37211,united_states,north_america,1995-08-27,31,26-35
1933298,female,sonja_makinen,bickleton,wa,washington,99322,united_states,north_america,1988-11-19,38,36-45
1933319,female,leah_scholz,deanville,tx,texas,77836,united_states,north_america,1980-01-11,46,46-55
1933399,female,rolla_olesen,plano,tx,texas,75074,united_states,north_america,1958-03-05,68,65+
1933414,female,audrey_coady,bound_brook,nj,new_jersey,8805,united_states,north_america,1947-02-14,79,65+
1933488,female,mie_mathiesen,dover,de,delaware,19901,united_states,north_america,1954-02-16,72,65+
1933513,female,antonia_anic,riverside,ca,california,92507,united_states,north_america,1976-01-15,50,46-55
1933782,male,george_mckim,baton_rouge,la,louisiana,70814,united_states,north_america,1979-09-08,47,46-55
1933886,male,leonardo_ivankovic,jupiter,fl,florida,33478,united_states,north_america,1976-06-11,50,46-55
1933910,male,rory_bleakley,beaumont,tx,texas,77701,united_states,north_america,1999-12-01,27,26-35
1934436,male,nicolash_cunha,huntington,ny,new_york,11743,united_states,north_america,1993-01-08,33,26-35
1934470,female,ratka_jankovic,brighton,ny,new_york,14623,united_states,north_america,1983-09-24,43,36-45
1934726,male,chalten_aragon,richmond,va,virginia,23226,united_states,north_america,1992-03-25,34,26-35
1934815,male,ganelon_brunault,bryan,tx,texas,77803,united_states,north_america,1954-04-23,72,65+
1934859,male,atalo_ferrer,chicago,il,illinois,60606,united_states,north_america,1950-07-24,76,65+
1934862,male,tauno_monkkonen,orange_beach,al,alabama,36561,united_states,north_america,1980-08-16,46,46-55
1934889,female,nicole_gomes,fresno,ca,california,93706,united_states,north_america,1950-07-09,76,65+
1935094,male,james_acosta,los_angeles,ca,california,90046,united_states,north_america,1978-07-24,48,46-55
1935224,male,marcus_dahl,long_beach,ca,california,90802,united_states,north_america,1989-03-26,37,36-45
1935610,female,camille_primeau,east_providence,ri,rhode_island,2914,united_states,north_america,1976-08-24,50,46-55
1935843,male,carlos_carvalho,anaheim,ca,california,92801,united_states,north_america,1981-12-28,45,36-45
1935954,female,anne_gregersen,stoutland,mo,missouri,65567,united_states,north_america,1988-08-29,38,36-45
1936191,female,gabriele_muench,rochester,ny,new_york,14604,united_states,north_america,1984-08-17,42,36-45
1936262,male,douglas_sousa,bridgeview,il,illinois,60455,united_states,north_america,1991-03-31,35,26-35
1936343,female,johanna_boehm,clinton,ok,oklahoma,73601,united_states,north_america,1992-01-11,34,26-35
1936378,male,james_thurston,branford,ct,connecticut,6405,united_states,north_america,1974-10-01,52,46-55
1936527,male,frederik_bach,raleigh,nc,north_carolina,27616,united_states,north_america,1978-06-21,48,46-55
1936759,female,taylah_banks,atlanta,ga,georgia,30303,united_states,north_america,1970-05-17,56,56-65
1936890,female,larissa_rocha,framingham,ma,massachusetts,1701,united_states,north_america,1953-11-16,73,65+
1936954,female,amber_browne,tukwila,wa,washington,98168,united_states,north_america,1983-07-19,43,36-45
1937213,female,jana_baric,nashville,tn,tennessee,37027,united_states,north_america,1943-12-20,83,65+
1937256,male,barry_beaudoin,san_francisco,ca,california,94108,united_states,north_america,1967-09-14,59,56-65
1937355,female,emma_abrahams,newark,nj,new_jersey,7102,united_states,north_america,1946-06-01,80,65+
1937404,female,zdenka_hendrichova,auburn,ma,massachusetts,1501,united_states,north_america,1949-02-22,77,65+
1937681,female,irma_negrete,mc_lean,md,maryland,22102,united_states,north_america,1944-01-24,82,65+
1937882,male,homero_ruvalcaba,tabiona,ut,utah,84072,united_states,north_america,1957-02-01,69,65+
1937990,male,perica_kovac,grand_rapids,mi,michigan,49546,united_states,north_america,1963-09-30,63,56-65
1938352,male,byron_daigle,woburn,ma,massachusetts,1801,united_states,north_america,2000-08-06,26,26-35
1938573,female,lrke_christiansen,greenville,sc,south_carolina,29607,united_states,north_america,1958-07-19,68,65+
1938586,male,jasmin_ivancic,rochelle_park,nj,new_jersey,7662,united_states,north_america,1992-05-26,34,26-35
1938588,female,aamu_sutinen,westland,mi,michigan,48185,united_states,north_america,1963-11-04,63,56-65
1938850,female,marion_urbina,jackson,ms,mississippi,39201,united_states,north_america,1980-10-02,46,46-55
1938856,male,branimir_kovacic,albion,id,idaho,83311,united_states,north_america,1986-02-17,40,36-45
1939013,female,amitee_berard,bloomington,in,indiana,47408,united_states,north_america,1978-06-06,48,46-55
1939030,female,cammile_gamelin,hicksville,ct,connecticut,11612,united_states,north_america,1958-01-28,68,65+
1939127,female,karin_bohm,fort_morgan,co,colorado,80701,united_states,north_america,1936-12-30,90,65+
1939196,male,noah_christensen,wiscasset,me,maine,4578,united_states,north_america,1985-10-09,41,36-45
1939210,female,anastasie_josseaume,pine_bluff,ar,arkansas,71601,united_states,north_america,1995-02-02,31,26-35
1939321,female,helena_miskovska,detroit,mi,michigan,48226,united_states,north_america,1977-08-01,49,46-55
1939398,female,ella_bach,garfield_heights,oh,ohio,44125,united_states,north_america,1985-04-30,41,36-45
1939452,male,torben_henriksen,westborough,ma,massachusetts,1581,united_states,north_america,1953-02-09,73,65+
1939795,male,daavid_alaja,birmingham,al,alabama,35203,united_states,north_america,1935-08-15,91,65+
1939841,female,sarah_rodrigues,glen_allen,va,virginia,23060,united_states,north_america,1946-09-13,80,65+
1939877,male,enon_varela,gainesville,fl,florida,32601,united_states,north_america,1955-06-30,71,65+
1939960,female,lucie_stenclova,new_york,ny,new_york,10007,united_states,north_america,1985-06-07,41,36-45
1940053,male,martin_nikolic,long_island_city,ny,new_york,11101,united_states,north_america,1969-04-27,57,56-65
1940260,male,medoro_gadbois,mesa,az,arizona,85201,united_states,north_america,1956-09-04,70,65+
1940327,female,ana_fernandes,los_angeles,ca,california,90042,united_states,north_america,1995-05-02,31,26-35
1940393,male,toby_schnaars,philadelphia,pa,pennsylvania,19118,united_states,north_america,1953-09-25,73,65+
1940504,male,henrey_carranza,west_portsmouth,oh,ohio,45663,united_states,north_america,1954-08-15,72,65+
1940708,female,melissa_souza,mansfield,oh,ohio,44902,united_states,north_america,1938-09-09,88,65+
1941044,male,jens_svendsen,tacoma,wa,washington,98402,united_states,north_america,2001-01-23,25,18-25
1941084,male,vjekoslav_kovacevic,idaho_falls,id,idaho,83401,united_states,north_america,1976-10-28,50,46-55
1941219,male,valdemar_thygesen,alexandria,ky,kentucky,41001,united_states,north_america,1999-01-23,27,26-35
1941222,female,christine_sanger,los_angeles,ca,california,90071,united_states,north_america,1978-11-04,48,46-55
1941245,female,anne_hueber,torrance,ca,california,90501,united_states,north_america,1952-03-17,74,65+
1941248,female,liva_christensen,dallas,tx,texas,75202,united_states,north_america,2001-01-01,25,18-25
1941302,male,ivo_babic,stratford,ct,connecticut,6497,united_states,north_america,1938-05-07,88,65+
1941611,female,fleurette_lesperance,ponder,mo,missouri,63935,united_states,north_america,1949-02-25,77,65+
1941728,male,markus_jarnefelt,queens,ny,new_york,11103,united_states,north_america,1950-07-20,76,65+
1941801,male,arapey_colon,philadelphia,pa,pennsylvania,19103,united_states,north_america,1967-11-26,59,56-65
1941806,male,richard_davis,crystal,mn,minnesota,55429,united_states,north_america,1993-03-16,33,26-35
1941945,female,julia_diederich,golden_valley,mn,minnesota,55427,united_states,north_america,1943-01-10,83,65+
1942015,female,lee_wilson,fort_lauderdale,fl,florida,33301,united_states,north_america,1989-02-28,37,36-45
1942072,male,victor_kristensen,miami,fl,florida,33106,united_states,north_america,1938-11-05,88,65+
1942337,female,danijela_markovic,somerset,ky,kentucky,42501,united_states,north_america,1943-12-01,83,65+
1942541,male,lukas_svoboda,seattle,wa,washington,98101,united_states,north_america,1973-09-23,53,46-55
1942560,female,heli_kuismanen,norcross,ga,georgia,30071,united_states,north_america,1961-09-28,65,56-65
1942638,female,marla_king,raleigh,nc,north_carolina,27603,united_states,north_america,1945-06-09,81,65+
1942682,female,jasmin_wiljakainen,olympia,wa,washington,98501,united_states,north_america,1988-12-17,38,36-45
1943078,male,lubomir_kroulik,greenville,sc,south_carolina,29607,united_states,north_america,1996-08-15,30,26-35
1943741,male,johan_schmidt,phillips,wi,wisconsin,54555,united_states,north_america,1940-02-21,86,65+
1943961,female,maximiliana_hernandez,casper,wy,wyoming,82601,united_states,north_america,1989-05-20,37,36-45
1944339,female,alberte_bertelsen,olympia,wa,washington,98501,united_states,north_america,1963-09-14,63,56-65
1944490,female,martina_papezova,oakland,ca,california,94612,united_states,north_america,2000-05-03,26,26-35
1944536,female,anna_urrutia,des_moines,ia,iowa,50309,united_states,north_america,2001-02-14,25,18-25
1944572,male,blake_bodenwieser,brooklyn,ny,new_york,11204,united_states,north_america,1954-10-30,72,65+
1944664,male,angus_baughan,new_york,ny,new_york,10016,united_states,north_america,1983-10-18,43,36-45
1944691,male,jyrki_linna,millington,nj,new_jersey,7946,united_states,north_america,1955-01-10,71,65+
1944754,female,amy_gordon,pensacola,fl,florida,32501,united_states,north_america,1988-01-07,38,36-45
1944766,male,hayden_seal,portland,pa,pennsylvania,97205,united_states,north_america,2000-10-01,26,26-35
1944880,male,joona_hakola,crystal_lake,il,illinois,60014,united_states,north_america,1995-04-23,31,26-35
1944969,male,ivo_prochazka,martinsburg,wv,west_virginia,25401,united_states,north_america,1959-06-25,67,65+
1945099,male,jouni_ruotsalainen,clarks,ne,nebraska,68628,united_states,north_america,1936-06-23,90,65+
1945278,female,jessika_schuster,hoffman_estates,il,illinois,60195,united_states,north_america,1965-09-22,61,56-65
1945363,male,daniel_marek,jersey_city,nj,new_jersey,7305,united_states,north_america,1982-03-20,44,36-45
1945385,female,ivana_vesela,bryan,tx,texas,77803,united_states,north_america,1954-06-16,72,65+
1945512,male,mahoma_vazquez,shreveport,la,louisiana,71109,united_states,north_america,1976-11-01,50,46-55
1945782,female,sini_nykanen,warm_lake,id,idaho,83611,united_states,north_america,1995-07-30,31,26-35
1946456,female,georgia_hanger,easton,wa,washington,98925,united_states,north_america,1938-07-26,88,65+
1946530,male,miguel_henderson,eagle_pass,tx,texas,78852,united_states,north_america,1948-03-14,78,65+
1946796,female,dragica_madar,frisco,tx,texas,75034,united_states,north_america,1977-04-25,49,46-55
1946805,female,marisel_sarabia,pleasantville,nj,new_jersey,8232,united_states,north_america,1979-09-17,47,46-55
1947004,female,salla_kuivanen,berkeley,ca,california,94707,united_states,north_america,1970-04-21,56,56-65
1947078,male,jett_hartnett,washington,dc,washington_dc,20200,united_states,north_america,1951-05-12,75,65+
1947154,female,joan_perez,bear_river_city,ut,utah,84301,united_states,north_america,1935-04-07,91,65+
1947294,female,lucinda_dwyergray,los_angeles,ca,california,90031,united_states,north_america,1992-12-30,34,26-35
1947606,male,jack_perkins,los_angeles,ca,california,90014,united_states,north_america,1973-02-05,53,46-55
1947708,male,enzo_goncalves,orlando,fl,florida,32801,united_states,north_america,1942-03-04,84,65+
1947876,male,thorsten_neustadt,olympia,wa,washington,98501,united_states,north_america,1960-07-14,66,65+
1947939,male,christian_kuester,saint_cloud,mn,minnesota,56303,united_states,north_america,2001-05-20,25,18-25
1948036,female,pamela_vasquez,west_des_moines,ia,iowa,50266,united_states,north_america,1961-07-09,65,56-65
1948125,female,naja_mikkelsen,dayton,oh,ohio,45406,united_states,north_america,1987-06-18,39,36-45
1948390,female,laura_sousa,madison,wi,wisconsin,53703,united_states,north_america,1997-02-28,29,26-35
1948539,male,lasse_ronkainen,atlanta,ga,georgia,30329,united_states,north_america,1999-01-27,27,26-35
1948840,male,jarno_vasala,bel_air,md,maryland,21014,united_states,north_america,1994-01-24,32,26-35
1948852,male,jan_vlk,st_peters,mo,missouri,63303,united_states,north_america,1993-02-02,33,26-35
1949149,female,susanna_berglund,saginaw,mi,michigan,48607,united_states,north_america,1959-12-07,67,65+
1949270,male,josef_povolny,plattsburgh,ny,new_york,12901,united_states,north_america,1946-01-08,80,65+
1949420,female,stefica_mikulic,seattle,wa,washington,98161,united_states,north_america,1989-09-11,37,36-45
1949706,female,genevre_cuillerier,los_angeles,ca,california,90017,united_states,north_america,2000-05-17,26,26-35
1949764,female,isabelle_bluett,saint_louis,mo,missouri,63146,united_states,north_america,1985-05-30,41,36-45
1950172,female,yve_negrete,nashville,tn,tennessee,37201,united_states,north_america,1946-10-10,80,65+
1950414,male,petr_lebeda,hickory_hills,il,illinois,60457,united_states,north_america,1986-01-23,40,36-45
1950457,male,david_eberhart,san_jose,ca,california,95135,united_states,north_america,1963-10-14,63,56-65
1950591,female,iva_ivanec,laurel_hill,nc,north_carolina,28351,united_states,north_america,1978-05-11,48,46-55
1950637,male,roger_pon,santa_clara,ca,california,95054,united_states,north_america,1986-12-21,40,36-45
1950674,female,raina_marleau,seattle,wa,washington,98101,united_states,north_america,1984-10-20,42,36-45
1950756,female,bozena_kalinova,wilkinsburg,pa,pennsylvania,15221,united_states,north_america,1958-07-19,68,65+
1950883,female,sille_madsen,southfield,mi,michigan,48075,united_states,north_america,1961-10-13,65,56-65
1950884,female,rachel_doyne,gig_harbor,wa,washington,98335,united_states,north_america,1992-06-28,34,26-35
1950929,male,svatopluk_kovar,hanover,md,maryland,21076,united_states,north_america,1963-12-08,63,56-65
1950942,male,denis_mothe,enfield,ct,connecticut,6082,united_states,north_america,1971-05-23,55,46-55
1951129,female,niobe_ortega,new_york,ny,new_york,10013,united_states,north_america,1965-09-09,61,56-65
1951299,female,johanne_lassen,simi_valley,ca,california,93065,united_states,north_america,1940-10-09,86,65+
1951334,female,nicole_castro,herndon,va,virginia,20170,united_states,north_america,1968-09-06,58,56-65
1951406,male,jessie_campbell,west_palm_beach,fl,florida,33401,united_states,north_america,1969-04-17,57,56-65
1951411,female,anna_hartwig,leland,ia,iowa,50453,united_states,north_america,1980-04-10,46,46-55
1951594,male,warren_christensen,oakland,ca,california,94612,united_states,north_america,1988-01-16,38,36-45
1951611,female,jelica_saric,plains,pa,pennsylvania,18705,united_states,north_america,1943-04-12,83,65+
1951643,female,louise_kristiansen,san_jose,ca,california,95131,united_states,north_america,1992-02-16,34,26-35
1951677,female,nadia_thorsen,arlington,tx,texas,76011,united_states,north_america,1958-05-29,68,65+
1951766,female,roxanne_robitaille,albuquerque,nm,new_mexico,87102,united_states,north_america,1950-10-18,76,65+
1951832,female,jana_svobodova,salinas,ca,california,93901,united_states,north_america,1995-05-12,31,26-35
1951847,male,derek_graves,lagrange,ga,georgia,30240,united_states,north_america,1943-08-04,83,65+
1952169,male,cesareo_duenas,atlanta,ga,georgia,30340,united_states,north_america,1949-05-07,77,65+
1952261,female,maurelle_lajoie,scranton,pa,pennsylvania,18503,united_states,north_america,1961-02-01,65,56-65
1952376,male,david_seitz,state_college,pa,pennsylvania,16803,united_states,north_america,1940-12-10,86,65+
1952591,female,carolina_goncalves,norwalk,ct,connecticut,6851,united_states,north_america,1965-12-30,61,56-65
1952663,female,reeta_nieminen,philadelphia,pa,pennsylvania,19135,united_states,north_america,1976-03-08,50,46-55
1952779,male,ivan_zagorec,oklahoma_city,ok,oklahoma,73109,united_states,north_america,1964-07-22,62,56-65
1952797,female,snjezana_stankovic,san_francisco,ca,california,94107,united_states,north_america,1941-05-27,85,65+
1952849,female,linda_bashaw,south_boston,ma,massachusetts,2127,united_states,north_america,1997-03-22,29,26-35
1953018,male,niels_steffensen,germantown,md,maryland,20767,united_states,north_america,1947-07-13,79,65+
1953023,female,griselda_godoy,atlanta,ga,georgia,30303,united_states,north_america,1999-08-02,27,26-35
1953058,female,baptiste_moreau,lincoln,ne,nebraska,68504,united_states,north_america,1941-09-12,85,65+
1953143,female,paula_matic,salt_lake_city,ut,utah,84104,united_states,north_america,1972-06-11,54,46-55
1953190,male,matthew_geary,dayton,oh,ohio,45434,united_states,north_america,1972-05-22,54,46-55
1953216,female,danae_marquez,rancho_cucamonga,ca,california,91730,united_states,north_america,1935-03-23,91,65+
1953232,male,sebastian_dahl,los_angeles,ca,california,90022,united_states,north_america,1987-07-09,39,36-45
1953545,female,annikki_uotila,garden_grove,ca,california,92643,united_states,north_america,1944-10-24,82,65+
1953978,male,toni_takko,las_vegas,nv,nevada,89104,united_states,north_america,1978-07-06,48,46-55
1954251,male,tapio_repo,milton,vt,vermont,5468,united_states,north_america,1988-11-06,38,36-45
1954387,male,dragomir_ivanec,cedar_rapids,ia,iowa,52404,united_states,north_america,1947-12-05,79,65+
1954452,male,malthe_andersen,philadelphia,pa,pennsylvania,19108,united_states,north_america,1948-12-27,78,65+
1954639,male,slavomir_liska,east_point,ga,georgia,30344,united_states,north_america,1973-08-07,53,46-55
1954649,male,hipolito_ledesma,syracuse,ny,new_york,13204,united_states,north_america,1988-06-15,38,36-45
1954680,female,gabriele_schmitz,statesboro,ga,georgia,30458,united_states,north_america,1983-03-06,43,36-45
1954871,male,niklas_papst,eugene,or,oregon,97402,united_states,north_america,2001-12-25,25,18-25
1954880,male,castimir_pejic,cheyenne,wy,wyoming,82003,united_states,north_america,1940-03-29,86,65+
1955238,female,laura_driver,guymon,ok,oklahoma,73942,united_states,north_america,1997-04-05,29,26-35
1955324,female,jeannine_aubin,fort_worth,tx,texas,76102,united_states,north_america,1959-06-22,67,65+
1955493,male,umberto_miranda,tulsa,ok,oklahoma,74116,united_states,north_america,1961-02-18,65,56-65
1955888,female,tereza_cosic,sacramento,ca,california,95814,united_states,north_america,1950-02-01,76,65+
1955971,male,desimir_stanic,new_york,ny,new_york,10016,united_states,north_america,2001-10-25,25,18-25
1956080,female,laura_austerlitz,new_york,ny,new_york,10013,united_states,north_america,1989-06-04,37,36-45
1956193,female,annemari_maki,omaha,ne,nebraska,68137,united_states,north_america,1993-04-18,33,26-35
1956270,female,saba_ocasio,oklahoma_city,ok,oklahoma,73102,united_states,north_america,1972-12-28,54,46-55
1956301,female,heike_kruger,warrenton,ga,georgia,30828,united_states,north_america,1954-01-09,72,65+
1956404,female,emilly_gomes,crafton,pa,pennsylvania,15205,united_states,north_america,1958-04-08,68,65+
1956497,male,ollipekka_rehn,tucson,az,arizona,85716,united_states,north_america,1945-04-14,81,65+
1956519,male,prewitt_boisvert,uvalde,tx,texas,78801,united_states,north_america,1945-03-22,81,65+
1956520,male,bertram_mikkelsen,montgomery,al,alabama,36107,united_states,north_america,1980-07-09,46,46-55
1956556,male,oliver_bilic,fort_worth,tx,texas,76147,united_states,north_america,2001-01-22,25,18-25
1956840,male,fran_vidovic,waco,tx,texas,76706,united_states,north_america,1957-05-17,69,65+
1956922,female,natalia_seppinen,fort_worth,tx,texas,76116,united_states,north_america,1948-04-07,78,65+
1956960,male,marko_marjanovic,louisville,ky,kentucky,40299,united_states,north_america,1964-02-10,62,56-65
1956984,male,nicolash_barbosa,greensboro,nc,north_carolina,27403,united_states,north_america,1978-01-20,48,46-55
1957363,female,madlyn_johnston,st_marys,il,illinois,63673,united_states,north_america,1935-12-06,91,65+
1957757,male,asger_brandt,memphis,tn,tennessee,38115,united_states,north_america,1936-11-23,90,65+
1957771,female,slavka_varga,lake_charles,la,louisiana,70601,united_states,north_america,1947-05-20,79,65+
1957841,female,jennifer_fleischer,kansas_city,mo,missouri,64106,united_states,north_america,1998-01-19,28,26-35
1957844,male,inaqui_colon,lombard,il,illinois,60148,united_states,north_america,1942-11-13,84,65+
1958005,female,juliane_wurfel,riverside,ca,california,92501,united_states,north_america,1939-11-01,87,65+
1958373,female,heather_taylor,philadelphia,pa,pennsylvania,19108,united_states,north_america,1972-04-04,54,46-55
1958543,female,barbara_daecher,piscataway,nj,new_jersey,8854,united_states,north_america,1977-06-12,49,46-55
1958590,female,julia_sousa,pekin,il,illinois,61554,united_states,north_america,1979-06-25,47,46-55
1958662,female,agatha_cavalcanti,vallejo,ca,california,94590,united_states,north_america,1949-10-29,77,65+
1958679,male,charles_brantley,eugene,or,oregon,97402,united_states,north_america,1940-11-20,86,65+
1958731,male,jerome_carreiro,princeton,pa,pennsylvania,16101,united_states,north_america,1997-06-26,29,26-35
